Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,PCT_SE_A18002_002,PCT_SE_A18002_003,PCT_SE_A18002_004,PCT_SE_A18002_005,PCT_SE_A18002_006
36005000100,Census Tract 1,"Census Tract 1, Bronx County, New York",ny,140,0,ACSSF,3484,,,,,36,5,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005000100,,,1677210,1035011,0,0,0,0,0,0,,,,,
36005000200,Census Tract 2,"Census Tract 2, Bronx County, New York",ny,140,0,ACSSF,3485,,,,,36,5,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005000200,,,479463,852046,631,10,197,102,250,72,1.58,31.22,16.16,39.62,11.41
36005000400,Census Tract 4,"Census Tract 4, Bronx County, New York",ny,140,0,ACSSF,3486,,,,,36,5,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005000400,,,770689,690794,464,0,216,43,164,41,0,46.55,9.27,35.34,8.84
36005001600,Census Tract 16,"Census Tract 16, Bronx County, New York",ny,140,0,ACSSF,3487,,,,,36,5,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005001600,,,485079,0,1699,71,655,479,428,66,4.18,38.55,28.19,25.19,3.88
36005001900,Census Tract 19,"Census Tract 19, Bronx County, New York",ny,140,0,ACSSF,3488,,,,,36,5,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005001900,,,1668013,1143135,831,39,243,218,290,41,4.69,29.24,26.23,34.9,4.93
36005002000,Census Tract 20,"Census Tract 20, Bronx County, New York",ny,140,0,ACSSF,3489,,,,,36,5,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005002000,,,395564,0,2563,182,985,663,699,34,7.1,38.43,25.87,27.27,1.33
36005002300,Census Tract 23,"Census Tract 23, Bronx County, New York",ny,140,0,ACSSF,3490,,,,,36,5,,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005002300,,,104645,0,2000,91,739,782,321,67,4.55,36.95,39.1,16.05,3.35
36005002400,Census Tract 24,"Census Tract 24, Bronx County, New York",ny,140,0,ACSSF,3491,,,,,36,5,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005002400,,,675911,263388,43,0,38,0,5,0,0,88.37,0,11.63,0
36005002500,Census Tract 25,"Census Tract 25, Bronx County, New York",ny,140,0,ACSSF,3492,,,,,36,5,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005002500,,,127492,0,1856,52,583,586,516,119,2.8,31.41,31.57,27.8,6.41
36005002701,Census Tract 27.01,"Census Tract 27.01, Bronx County, New York",ny,140,0,ACSSF,3493,,,,,36,5,,,,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005002701,,,82641,0,1061,73,418,304,205,61,6.88,39.4,28.65,19.32,5.75
36005002702,Census Tract 27.02,"Census Tract 27.02, Bronx County, New York",ny,140,0,ACSSF,3494,,,,,36,5,,,,2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005002702,,,155504,0,1428,30,338,342,643,75,2.1,23.67,23.95,45.03,5.25
36005002800,Census Tract 28,"Census Tract 28, Bronx County, New York",ny,140,0,ACSSF,3495,,,,,36,5,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005002800,,,414588,24677,1851,0,987,581,218,65,0,53.32,31.39,11.78,3.51
36005003100,Census Tract 31,"Census Tract 31, Bronx County, New York",ny,140,0,ACSSF,3496,,,,,36,5,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005003100,,,154703,0,472,7,173,144,142,6,1.48,36.65,30.51,30.08,1.27
36005003300,Census Tract 33,"Census Tract 33, Bronx County, New York",ny,140,0,ACSSF,3497,,,,,36,5,,,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005003300,,,152385,0,1065,40,276,256,415,78,3.76,25.92,24.04,38.97,7.32
36005003500,Census Tract 35,"Census Tract 35, Bronx County, New York",ny,140,0,ACSSF,3498,,,,,36,5,,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005003500,,,142005,0,1210,57,534,207,350,62,4.71,44.13,17.11,28.93,5.12
36005003700,Census Tract 37,"Census Tract 37, Bronx County, New York",ny,140,0,ACSSF,3499,,,,,36,5,,,,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005003700,,,165973,0,148,0,51,33,64,0,0,34.46,22.3,43.24,0
36005003800,Census Tract 38,"Census Tract 38, Bronx County, New York",ny,140,0,ACSSF,3500,,,,,36,5,,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005003800,,,63397,0,284,23,116,64,67,14,8.1,40.85,22.54,23.59,4.93
36005003900,Census Tract 39,"Census Tract 39, Bronx County, New York",ny,140,0,ACSSF,3501,,,,,36,5,,,,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005003900,,,216210,0,1930,200,404,544,649,133,10.36,20.93,28.19,33.63,6.89
36005004001,Census Tract 40.01,"Census Tract 40.01, Bronx County, New York",ny,140,0,ACSSF,3502,,,,,36,5,,,,4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005004001,,,123145,0,215,0,82,46,67,20,0,38.14,21.4,31.16,9.3
36005004100,Census Tract 41,"Census Tract 41, Bronx County, New York",ny,140,0,ACSSF,3503,,,,,36,5,,,,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005004100,,,184733,0,1951,164,671,492,522,102,8.41,34.39,25.22,26.76,5.23
36005004200,Census Tract 42,"Census Tract 42, Bronx County, New York",ny,140,0,ACSSF,3504,,,,,36,5,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005004200,,,483356,0,2410,45,1137,567,599,62,1.87,47.18,23.53,24.85,2.57
36005004300,Census Tract 43,"Census Tract 43, Bronx County, New York",ny,140,0,ACSSF,3505,,,,,36,5,,,,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005004300,,,225393,0,1948,54,719,549,581,45,2.77,36.91,28.18,29.83,2.31
36005004400,Census Tract 44,"Census Tract 44, Bronx County, New York",ny,140,0,ACSSF,3506,,,,,36,5,,,,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005004400,,,265578,0,1558,150,563,547,253,45,9.63,36.14,35.11,16.24,2.89
36005004600,Census Tract 46,"Census Tract 46, Bronx County, New York",ny,140,0,ACSSF,3507,,,,,36,5,,,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005004600,,,135340,0,545,16,183,209,82,55,2.94,33.58,38.35,15.05,10.09
36005004800,Census Tract 48,"Census Tract 48, Bronx County, New York",ny,140,0,ACSSF,3508,,,,,36,5,,,,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005004800,,,150832,0,1316,70,377,374,453,42,5.32,28.65,28.42,34.42,3.19
36005005001,Census Tract 50.01,"Census Tract 50.01, Bronx County, New York",ny,140,0,ACSSF,3509,,,,,36,5,,,,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005001,,,97889,0,1364,41,223,242,771,87,3.01,16.35,17.74,56.52,6.38
36005005002,Census Tract 50.02,"Census Tract 50.02, Bronx County, New York",ny,140,0,ACSSF,3510,,,,,36,5,,,,5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005002,,,113902,0,1826,61,440,413,810,102,3.34,24.1,22.62,44.36,5.59
36005005100,Census Tract 51,"Census Tract 51, Bronx County, New York",ny,140,0,ACSSF,3511,,,,,36,5,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005100,,,510448,0,2083,169,730,638,490,56,8.11,35.05,30.63,23.52,2.69
36005005200,Census Tract 52,"Census Tract 52, Bronx County, New York",ny,140,0,ACSSF,3512,,,,,36,5,,,,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005200,,,182689,0,806,68,290,158,261,29,8.44,35.98,19.6,32.38,3.6
36005005300,Census Tract 53,"Census Tract 53, Bronx County, New York",ny,140,0,ACSSF,3513,,,,,36,5,,,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005300,,,68745,3852,1591,24,332,404,751,80,1.51,20.87,25.39,47.2,5.03
36005005400,Census Tract 54,"Census Tract 54, Bronx County, New York",ny,140,0,ACSSF,3514,,,,,36,5,,,,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005400,,,196516,0,1499,22,430,333,643,71,1.47,28.69,22.21,42.9,4.74
36005005600,Census Tract 56,"Census Tract 56, Bronx County, New York",ny,140,0,ACSSF,3515,,,,,36,5,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005600,,,136188,0,711,4,170,252,252,33,0.56,23.91,35.44,35.44,4.64
36005005902,Census Tract 59.02,"Census Tract 59.02, Bronx County, New York",ny,140,0,ACSSF,3516,,,,,36,5,,,,5902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005005902,,,69637,0,776,9,188,134,435,10,1.16,24.23,17.27,56.06,1.29
36005006000,Census Tract 60,"Census Tract 60, Bronx County, New York",ny,140,0,ACSSF,3517,,,,,36,5,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006000,,,315748,0,354,9,88,105,142,10,2.54,24.86,29.66,40.11,2.82
36005006100,Census Tract 61,"Census Tract 61, Bronx County, New York",ny,140,0,ACSSF,3518,,,,,36,5,,,,6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006100,,,242362,0,1101,18,406,304,313,60,1.63,36.88,27.61,28.43,5.45
36005006200,Census Tract 62,"Census Tract 62, Bronx County, New York",ny,140,0,ACSSF,3519,,,,,36,5,,,,6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006200,,,192942,0,2286,47,866,577,630,166,2.06,37.88,25.24,27.56,7.26
36005006300,Census Tract 63,"Census Tract 63, Bronx County, New York",ny,140,0,ACSSF,3520,,,,,36,5,,,,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006300,,,1046237,9963,1715,36,569,363,710,37,2.1,33.18,21.17,41.4,2.16
36005006400,Census Tract 64,"Census Tract 64, Bronx County, New York",ny,140,0,ACSSF,3521,,,,,36,5,,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006400,,,168249,0,1072,24,210,297,374,167,2.24,19.59,27.71,34.89,15.58
36005006500,Census Tract 65,"Census Tract 65, Bronx County, New York",ny,140,0,ACSSF,3522,,,,,36,5,,,,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006500,,,261808,0,1903,64,712,469,570,88,3.36,37.41,24.65,29.95,4.62
36005006700,Census Tract 67,"Census Tract 67, Bronx County, New York",ny,140,0,ACSSF,3523,,,,,36,5,,,,6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006700,,,212430,0,2212,164,480,601,805,162,7.41,21.7,27.17,36.39,7.32
36005006800,Census Tract 68,"Census Tract 68, Bronx County, New York",ny,140,0,ACSSF,3524,,,,,36,5,,,,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006800,,,154374,0,720,17,219,258,216,10,2.36,30.42,35.83,30,1.39
36005006900,Census Tract 69,"Census Tract 69, Bronx County, New York",ny,140,0,ACSSF,3525,,,,,36,5,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005006900,,,187977,0,2496,23,1087,530,747,109,0.92,43.55,21.23,29.93,4.37
36005007000,Census Tract 70,"Census Tract 70, Bronx County, New York",ny,140,0,ACSSF,3526,,,,,36,5,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007000,,,204891,0,1012,0,312,276,412,12,0,30.83,27.27,40.71,1.19
36005007100,Census Tract 71,"Census Tract 71, Bronx County, New York",ny,140,0,ACSSF,3527,,,,,36,5,,,,7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007100,,,264262,0,621,0,259,184,165,13,0,41.71,29.63,26.57,2.09
36005007200,Census Tract 72,"Census Tract 72, Bronx County, New York",ny,140,0,ACSSF,3528,,,,,36,5,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007200,,,213050,0,1340,20,410,222,587,101,1.49,30.6,16.57,43.81,7.54
36005007300,Census Tract 73,"Census Tract 73, Bronx County, New York",ny,140,0,ACSSF,3529,,,,,36,5,,,,7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007300,,,140161,0,1404,56,421,217,592,118,3.99,29.99,15.46,42.17,8.4
36005007400,Census Tract 74,"Census Tract 74, Bronx County, New York",ny,140,0,ACSSF,3530,,,,,36,5,,,,7400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007400,,,187162,0,861,10,228,235,329,59,1.16,26.48,27.29,38.21,6.85
36005007500,Census Tract 75,"Census Tract 75, Bronx County, New York",ny,140,0,ACSSF,3531,,,,,36,5,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007500,,,227618,0,2000,73,674,502,690,61,3.65,33.7,25.1,34.5,3.05
36005007600,Census Tract 76,"Census Tract 76, Bronx County, New York",ny,140,0,ACSSF,3532,,,,,36,5,,,,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007600,,,217217,0,1315,5,280,337,536,157,0.38,21.29,25.63,40.76,11.94
36005007700,Census Tract 77,"Census Tract 77, Bronx County, New York",ny,140,0,ACSSF,3533,,,,,36,5,,,,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007700,,,112827,0,454,33,108,106,193,14,7.27,23.79,23.35,42.51,3.08
36005007800,Census Tract 78,"Census Tract 78, Bronx County, New York",ny,140,0,ACSSF,3534,,,,,36,5,,,,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007800,,,311879,0,1725,15,543,309,808,50,0.87,31.48,17.91,46.84,2.9
36005007900,Census Tract 79,"Census Tract 79, Bronx County, New York",ny,140,0,ACSSF,3535,,,,,36,5,,,,7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005007900,,,197930,0,2351,84,689,883,588,107,3.57,29.31,37.56,25.01,4.55
36005008300,Census Tract 83,"Census Tract 83, Bronx County, New York",ny,140,0,ACSSF,3536,,,,,36,5,,,,8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005008300,,,213932,0,1791,50,483,407,754,97,2.79,26.97,22.72,42.1,5.42
36005008400,Census Tract 84,"Census Tract 84, Bronx County, New York",ny,140,0,ACSSF,3537,,,,,36,5,,,,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005008400,,,156789,0,238,0,73,48,106,11,0,30.67,20.17,44.54,4.62
36005008500,Census Tract 85,"Census Tract 85, Bronx County, New York",ny,140,0,ACSSF,3538,,,,,36,5,,,,8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005008500,,,181658,0,1622,25,489,466,551,91,1.54,30.15,28.73,33.97,5.61
36005008600,Census Tract 86,"Census Tract 86, Bronx County, New York",ny,140,0,ACSSF,3539,,,,,36,5,,,,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005008600,,,187658,0,1358,96,571,337,306,48,7.07,42.05,24.82,22.53,3.53
36005008700,Census Tract 87,"Census Tract 87, Bronx County, New York",ny,140,0,ACSSF,3540,,,,,36,5,,,,8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005008700,,,213574,0,1976,14,562,520,711,169,0.71,28.44,26.32,35.98,8.55
36005008900,Census Tract 89,"Census Tract 89, Bronx County, New York",ny,140,0,ACSSF,3541,,,,,36,5,,,,8900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005008900,,,110291,0,1093,34,372,362,254,71,3.11,34.03,33.12,23.24,6.5
36005009000,Census Tract 90,"Census Tract 90, Bronx County, New York",ny,140,0,ACSSF,3542,,,,,36,5,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005009000,,,1024677,1162033,951,117,322,328,169,15,12.3,33.86,34.49,17.77,1.58
36005009200,Census Tract 92,"Census Tract 92, Bronx County, New York",ny,140,0,ACSSF,3543,,,,,36,5,,,,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005009200,,,310475,0,1371,24,338,329,599,81,1.75,24.65,24,43.69,5.91
36005009300,Census Tract 93,"Census Tract 93, Bronx County, New York",ny,140,0,ACSSF,3544,,,,,36,5,,,,9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005009300,,,2307627,1595761,1555,34,498,212,663,148,2.19,32.03,13.63,42.64,9.52
36005009600,Census Tract 96,"Census Tract 96, Bronx County, New York",ny,140,0,ACSSF,3545,,,,,36,5,,,,9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005009600,,,703455,15353,513,6,160,107,213,27,1.17,31.19,20.86,41.52,5.26
36005009800,Census Tract 98,"Census Tract 98, Bronx County, New York",ny,140,0,ACSSF,3546,,,,,36,5,,,,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005009800,,,517450,0,899,8,393,179,277,42,0.89,43.72,19.91,30.81,4.67
36005011000,Census Tract 110,"Census Tract 110, Bronx County, New York",ny,140,0,ACSSF,3547,,,,,36,5,,,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005011000,,,2069297,452399,0,0,0,0,0,0,,,,,
36005011502,Census Tract 115.02,"Census Tract 115.02, Bronx County, New York",ny,140,0,ACSSF,3548,,,,,36,5,,,,11502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005011502,,,336295,10037,1180,46,271,340,459,64,3.9,22.97,28.81,38.9,5.42
36005011700,Census Tract 117,"Census Tract 117, Bronx County, New York",ny,140,0,ACSSF,3549,,,,,36,5,,,,11700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005011700,,,1357971,431176,534,6,122,112,231,63,1.12,22.85,20.97,43.26,11.8
36005011800,Census Tract 118,"Census Tract 118, Bronx County, New York",ny,140,0,ACSSF,3550,,,,,36,5,,,,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005011800,,,989676,2876319,491,6,325,94,50,16,1.22,66.19,19.14,10.18,3.26
36005011900,Census Tract 119,"Census Tract 119, Bronx County, New York",ny,140,0,ACSSF,3551,,,,,36,5,,,,11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005011900,,,166999,0,1813,77,589,535,548,64,4.25,32.49,29.51,30.23,3.53
36005012101,Census Tract 121.01,"Census Tract 121.01, Bronx County, New York",ny,140,0,ACSSF,3552,,,,,36,5,,,,12101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005012101,,,115615,0,690,29,169,130,314,48,4.2,24.49,18.84,45.51,6.96
36005012102,Census Tract 121.02,"Census Tract 121.02, Bronx County, New York",ny,140,0,ACSSF,3553,,,,,36,5,,,,12102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005012102,,,49643,0,507,0,202,109,136,60,0,39.84,21.5,26.82,11.83
36005012300,Census Tract 123,"Census Tract 123, Bronx County, New York",ny,140,0,ACSSF,3554,,,,,36,5,,,,12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005012300,,,303328,0,1386,100,469,328,433,56,7.22,33.84,23.67,31.24,4.04
36005012500,Census Tract 125,"Census Tract 125, Bronx County, New York",ny,140,0,ACSSF,3555,,,,,36,5,,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005012500,,,169640,0,1125,0,274,297,514,40,0,24.36,26.4,45.69,3.56
36005012701,Census Tract 127.01,"Census Tract 127.01, Bronx County, New York",ny,140,0,ACSSF,3556,,,,,36,5,,,,12701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005012701,,,108718,0,593,6,218,87,233,49,1.01,36.76,14.67,39.29,8.26
36005012901,Census Tract 129.01,"Census Tract 129.01, Bronx County, New York",ny,140,0,ACSSF,3557,,,,,36,5,,,,12901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005012901,,,156381,0,1386,103,435,409,420,19,7.43,31.39,29.51,30.3,1.37
36005013000,Census Tract 130,"Census Tract 130, Bronx County, New York",ny,140,0,ACSSF,3558,,,,,36,5,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005013000,,,116144,0,158,0,105,16,37,0,0,66.46,10.13,23.42,0
36005013100,Census Tract 131,"Census Tract 131, Bronx County, New York",ny,140,0,ACSSF,3559,,,,,36,5,,,,13100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005013100,,,230967,0,1440,16,592,304,473,55,1.11,41.11,21.11,32.85,3.82
36005013200,Census Tract 132,"Census Tract 132, Bronx County, New York",ny,140,0,ACSSF,3560,,,,,36,5,,,,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005013200,,,604268,925089,749,25,416,145,126,37,3.34,55.54,19.36,16.82,4.94
36005013300,Census Tract 133,"Census Tract 133, Bronx County, New York",ny,140,0,ACSSF,3561,,,,,36,5,,,,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005013300,,,161159,0,2222,131,792,792,453,54,5.9,35.64,35.64,20.39,2.43
36005013500,Census Tract 135,"Census Tract 135, Bronx County, New York",ny,140,0,ACSSF,3562,,,,,36,5,,,,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005013500,,,167404,0,1326,145,445,300,367,69,10.94,33.56,22.62,27.68,5.2
36005013800,Census Tract 138,"Census Tract 138, Bronx County, New York",ny,140,0,ACSSF,3563,,,,,36,5,,,,13800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005013800,,,764724,3460640,410,0,167,93,117,33,0,40.73,22.68,28.54,8.05
36005014100,Census Tract 141,"Census Tract 141, Bronx County, New York",ny,140,0,ACSSF,3564,,,,,36,5,,,,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005014100,,,177165,0,2037,26,744,584,580,103,1.28,36.52,28.67,28.47,5.06
36005014300,Census Tract 143,"Census Tract 143, Bronx County, New York",ny,140,0,ACSSF,3565,,,,,36,5,,,,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005014300,,,129711,0,614,23,165,188,193,45,3.75,26.87,30.62,31.43,7.33
36005014400,Census Tract 144,"Census Tract 144, Bronx County, New York",ny,140,0,ACSSF,3566,,,,,36,5,,,,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005014400,,,401253,0,1978,92,1003,431,342,110,4.65,50.71,21.79,17.29,5.56
36005014500,Census Tract 145,"Census Tract 145, Bronx County, New York",ny,140,0,ACSSF,3567,,,,,36,5,,,,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005014500,,,181445,0,2290,126,865,559,695,45,5.5,37.77,24.41,30.35,1.97
36005014701,Census Tract 147.01,"Census Tract 147.01, Bronx County, New York",ny,140,0,ACSSF,3568,,,,,36,5,,,,14701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005014701,,,138921,0,1976,21,983,464,392,116,1.06,49.75,23.48,19.84,5.87
36005014702,Census Tract 147.02,"Census Tract 147.02, Bronx County, New York",ny,140,0,ACSSF,3569,,,,,36,5,,,,14702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005014702,,,116305,0,1659,155,808,341,303,52,9.34,48.7,20.55,18.26,3.13
36005014900,Census Tract 149,"Census Tract 149, Bronx County, New York",ny,140,0,ACSSF,3570,,,,,36,5,,,,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005014900,,,155523,0,1468,73,446,354,551,44,4.97,30.38,24.11,37.53,3
36005015100,Census Tract 151,"Census Tract 151, Bronx County, New York",ny,140,0,ACSSF,3571,,,,,36,5,,,,15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005015100,,,208929,0,1447,16,444,460,469,58,1.11,30.68,31.79,32.41,4.01
36005015200,Census Tract 152,"Census Tract 152, Bronx County, New York",ny,140,0,ACSSF,3572,,,,,36,5,,,,15200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005015200,,,284310,0,385,10,176,67,107,25,2.6,45.71,17.4,27.79,6.49
36005015300,Census Tract 153,"Census Tract 153, Bronx County, New York",ny,140,0,ACSSF,3573,,,,,36,5,,,,15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005015300,,,236838,0,1342,58,337,191,617,139,4.32,25.11,14.23,45.98,10.36
36005015500,Census Tract 155,"Census Tract 155, Bronx County, New York",ny,140,0,ACSSF,3574,,,,,36,5,,,,15500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005015500,,,114986,0,1035,39,315,294,328,59,3.77,30.43,28.41,31.69,5.7
36005015700,Census Tract 157,"Census Tract 157, Bronx County, New York",ny,140,0,ACSSF,3575,,,,,36,5,,,,15700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005015700,,,319009,0,1348,45,391,398,434,80,3.34,29.01,29.53,32.2,5.93
36005015800,Census Tract 158,"Census Tract 158, Bronx County, New York",ny,140,0,ACSSF,3576,,,,,36,5,,,,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36005015800,,,162176,0,271,0,83,53,123,12,0,30.63,19.56,45.39,4.43
