Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,PCT_SE_A18002_002,PCT_SE_A18002_003,PCT_SE_A18002_004,PCT_SE_A18002_005,PCT_SE_A18002_006
36047008500,Census Tract 85,"Census Tract 85, Kings County, New York",ny,140,0,ACSSF,4554,,,,,36,47,,,,8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047008500,,,243576,0,3103,169,1372,590,822,150,5.45,44.22,19.01,26.49,4.83
36047008600,Census Tract 86,"Census Tract 86, Kings County, New York",ny,140,0,ACSSF,4555,,,,,36,47,,,,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047008600,,,113543,0,0,0,0,0,0,0,,,,,
36047008800,Census Tract 88,"Census Tract 88, Kings County, New York",ny,140,0,ACSSF,4556,,,,,36,47,,,,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047008800,,,189369,0,557,0,294,152,85,26,0,52.78,27.29,15.26,4.67
36047009000,Census Tract 90,"Census Tract 90, Kings County, New York",ny,140,0,ACSSF,4557,,,,,36,47,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047009000,,,148493,0,668,55,192,205,216,0,8.23,28.74,30.69,32.34,0
36047009200,Census Tract 92,"Census Tract 92, Kings County, New York",ny,140,0,ACSSF,4558,,,,,36,47,,,,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047009200,,,113217,0,1355,84,339,312,546,74,6.2,25.02,23.03,40.3,5.46
36047009400,Census Tract 94,"Census Tract 94, Kings County, New York",ny,140,0,ACSSF,4559,,,,,36,47,,,,9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047009400,,,151026,0,1170,62,371,348,364,25,5.3,31.71,29.74,31.11,2.14
36047009600,Census Tract 96,"Census Tract 96, Kings County, New York",ny,140,0,ACSSF,4560,,,,,36,47,,,,9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047009600,,,150752,0,1428,74,405,333,533,83,5.18,28.36,23.32,37.32,5.81
36047009800,Census Tract 98,"Census Tract 98, Kings County, New York",ny,140,0,ACSSF,4561,,,,,36,47,,,,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047009800,,,151006,0,1308,113,301,374,465,55,8.64,23.01,28.59,35.55,4.2
36047010000,Census Tract 100,"Census Tract 100, Kings County, New York",ny,140,0,ACSSF,4562,,,,,36,47,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047010000,,,150970,0,1330,59,592,275,360,44,4.44,44.51,20.68,27.07,3.31
36047010100,Census Tract 101,"Census Tract 101, Kings County, New York",ny,140,0,ACSSF,4563,,,,,36,47,,,,10100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047010100,,,314730,0,1003,23,489,229,262,0,2.29,48.75,22.83,26.12,0
36047010200,Census Tract 102,"Census Tract 102, Kings County, New York",ny,140,0,ACSSF,4564,,,,,36,47,,,,10200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047010200,,,152450,0,953,54,386,294,183,36,5.67,40.5,30.85,19.2,3.78
36047010400,Census Tract 104,"Census Tract 104, Kings County, New York",ny,140,0,ACSSF,4565,,,,,36,47,,,,10400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047010400,,,152312,0,1114,59,344,342,304,65,5.3,30.88,30.7,27.29,5.83
36047010600,Census Tract 106,"Census Tract 106, Kings County, New York",ny,140,0,ACSSF,4566,,,,,36,47,,,,10600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047010600,,,150932,0,939,14,288,288,236,113,1.49,30.67,30.67,25.13,12.03
36047010800,Census Tract 108,"Census Tract 108, Kings County, New York",ny,140,0,ACSSF,4567,,,,,36,47,,,,10800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047010800,,,150979,0,972,28,342,286,290,26,2.88,35.19,29.42,29.84,2.67
36047011000,Census Tract 110,"Census Tract 110, Kings County, New York",ny,140,0,ACSSF,4568,,,,,36,47,,,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047011000,,,158059,0,379,11,105,67,173,23,2.9,27.7,17.68,45.65,6.07
36047011200,Census Tract 112,"Census Tract 112, Kings County, New York",ny,140,0,ACSSF,4569,,,,,36,47,,,,11200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047011200,,,171313,0,1644,41,482,392,668,61,2.49,29.32,23.84,40.63,3.71
36047011400,Census Tract 114,"Census Tract 114, Kings County, New York",ny,140,0,ACSSF,4570,,,,,36,47,,,,11400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047011400,,,167792,0,773,11,234,194,302,32,1.42,30.27,25.1,39.07,4.14
36047011600,Census Tract 116,"Census Tract 116, Kings County, New York",ny,140,0,ACSSF,4571,,,,,36,47,,,,11600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047011600,,,160266,0,864,11,188,209,357,99,1.27,21.76,24.19,41.32,11.46
36047011700,Census Tract 117,"Census Tract 117, Kings County, New York",ny,140,0,ACSSF,4572,,,,,36,47,,,,11700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047011700,,,201195,0,735,11,362,143,196,23,1.5,49.25,19.46,26.67,3.13
36047011800,Census Tract 118,"Census Tract 118, Kings County, New York",ny,140,0,ACSSF,4573,,,,,36,47,,,,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047011800,,,219234,0,474,13,166,94,169,32,2.74,35.02,19.83,35.65,6.75
36047011900,Census Tract 119,"Census Tract 119, Kings County, New York",ny,140,0,ACSSF,4574,,,,,36,47,,,,11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047011900,,,654296,63596,420,20,227,66,94,13,4.76,54.05,15.71,22.38,3.1
36047012000,Census Tract 120,"Census Tract 120, Kings County, New York",ny,140,0,ACSSF,4575,,,,,36,47,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012000,,,193342,0,237,0,72,28,132,5,0,30.38,11.81,55.7,2.11
36047012100,Census Tract 121,"Census Tract 121, Kings County, New York",ny,140,0,ACSSF,4576,,,,,36,47,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012100,,,148056,0,581,10,355,77,134,5,1.72,61.1,13.25,23.06,0.86
36047012200,Census Tract 122,"Census Tract 122, Kings County, New York",ny,140,0,ACSSF,4577,,,,,36,47,,,,12200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012200,,,181661,0,1284,55,434,373,383,39,4.28,33.8,29.05,29.83,3.04
36047012600,Census Tract 126,"Census Tract 126, Kings County, New York",ny,140,0,ACSSF,4578,,,,,36,47,,,,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012600,,,235982,0,574,23,192,156,178,25,4.01,33.45,27.18,31.01,4.36
36047012700,Census Tract 127,"Census Tract 127, Kings County, New York",ny,140,0,ACSSF,4579,,,,,36,47,,,,12700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012700,,,163391,0,1447,143,820,283,181,20,9.88,56.67,19.56,12.51,1.38
36047012801,Census Tract 128.01,"Census Tract 128.01, Kings County, New York",ny,140,0,ACSSF,4580,,,,,36,47,,,,12801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012801,,,114974,0,495,33,174,52,189,47,6.67,35.15,10.51,38.18,9.49
36047012901,Census Tract 129.01,"Census Tract 129.01, Kings County, New York",ny,140,0,ACSSF,4581,,,,,36,47,,,,12901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012901,,,133304,0,719,60,290,191,138,40,8.34,40.33,26.56,19.19,5.56
36047012902,Census Tract 129.02,"Census Tract 129.02, Kings County, New York",ny,140,0,ACSSF,4582,,,,,36,47,,,,12902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047012902,,,130645,0,680,63,300,172,113,32,9.26,44.12,25.29,16.62,4.71
36047013000,Census Tract 130,"Census Tract 130, Kings County, New York",ny,140,0,ACSSF,4583,,,,,36,47,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013000,,,176429,0,1264,67,527,219,403,48,5.3,41.69,17.33,31.88,3.8
36047013100,Census Tract 131,"Census Tract 131, Kings County, New York",ny,140,0,ACSSF,4584,,,,,36,47,,,,13100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013100,,,156385,0,1150,73,716,186,159,16,6.35,62.26,16.17,13.83,1.39
36047013200,Census Tract 132,"Census Tract 132, Kings County, New York",ny,140,0,ACSSF,4585,,,,,36,47,,,,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013200,,,155778,0,399,17,162,42,178,0,4.26,40.6,10.53,44.61,0
36047013300,Census Tract 133,"Census Tract 133, Kings County, New York",ny,140,0,ACSSF,4586,,,,,36,47,,,,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013300,,,148501,0,1140,74,768,112,160,26,6.49,67.37,9.82,14.04,2.28
36047013400,Census Tract 134,"Census Tract 134, Kings County, New York",ny,140,0,ACSSF,4587,,,,,36,47,,,,13400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013400,,,268236,0,760,33,376,94,141,116,4.34,49.47,12.37,18.55,15.26
36047013500,Census Tract 135,"Census Tract 135, Kings County, New York",ny,140,0,ACSSF,4588,,,,,36,47,,,,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013500,,,151867,0,667,33,281,172,162,19,4.95,42.13,25.79,24.29,2.85
36047013600,Census Tract 136,"Census Tract 136, Kings County, New York",ny,140,0,ACSSF,4589,,,,,36,47,,,,13600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013600,,,214252,0,737,6,370,138,206,17,0.81,50.2,18.72,27.95,2.31
36047013700,Census Tract 137,"Census Tract 137, Kings County, New York",ny,140,0,ACSSF,4590,,,,,36,47,,,,13700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013700,,,152453,0,1123,105,535,242,209,32,9.35,47.64,21.55,18.61,2.85
36047013800,Census Tract 138,"Census Tract 138, Kings County, New York",ny,140,0,ACSSF,4591,,,,,36,47,,,,13800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013800,,,162579,0,945,57,410,176,220,82,6.03,43.39,18.62,23.28,8.68
36047013900,Census Tract 139,"Census Tract 139, Kings County, New York",ny,140,0,ACSSF,4592,,,,,36,47,,,,13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047013900,,,151331,0,1007,75,599,176,140,17,7.45,59.48,17.48,13.9,1.69
36047014000,Census Tract 140,"Census Tract 140, Kings County, New York",ny,140,0,ACSSF,4593,,,,,36,47,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014000,,,147522,0,472,46,214,81,93,38,9.75,45.34,17.16,19.7,8.05
36047014100,Census Tract 141,"Census Tract 141, Kings County, New York",ny,140,0,ACSSF,4594,,,,,36,47,,,,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014100,,,165483,0,957,8,460,218,252,19,0.84,48.07,22.78,26.33,1.99
36047014200,Census Tract 142,"Census Tract 142, Kings County, New York",ny,140,0,ACSSF,4595,,,,,36,47,,,,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014200,,,200223,0,907,47,334,196,268,62,5.18,36.82,21.61,29.55,6.84
36047014300,Census Tract 143,"Census Tract 143, Kings County, New York",ny,140,0,ACSSF,4596,,,,,36,47,,,,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014300,,,217211,0,1059,46,539,245,229,0,4.34,50.9,23.14,21.62,0
36047014500,Census Tract 145,"Census Tract 145, Kings County, New York",ny,140,0,ACSSF,4597,,,,,36,47,,,,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014500,,,216621,0,1362,32,577,355,365,33,2.35,42.36,26.06,26.8,2.42
36047014700,Census Tract 147,"Census Tract 147, Kings County, New York",ny,140,0,ACSSF,4598,,,,,36,47,,,,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014700,,,105979,0,565,33,240,151,141,0,5.84,42.48,26.73,24.96,0
36047014800,Census Tract 148,"Census Tract 148, Kings County, New York",ny,140,0,ACSSF,4599,,,,,36,47,,,,14800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014800,,,133459,0,143,0,44,45,49,5,0,30.77,31.47,34.27,3.5
36047014900,Census Tract 149,"Census Tract 149, Kings County, New York",ny,140,0,ACSSF,4600,,,,,36,47,,,,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047014900,,,249831,0,1182,43,754,181,147,57,3.64,63.79,15.31,12.44,4.82
36047015000,Census Tract 150,"Census Tract 150, Kings County, New York",ny,140,0,ACSSF,4601,,,,,36,47,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015000,,,133505,0,230,5,73,79,58,15,2.17,31.74,34.35,25.22,6.52
36047015100,Census Tract 151,"Census Tract 151, Kings County, New York",ny,140,0,ACSSF,4602,,,,,36,47,,,,15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015100,,,149311,0,857,60,497,154,109,37,7,57.99,17.97,12.72,4.32
36047015200,Census Tract 152,"Census Tract 152, Kings County, New York",ny,140,0,ACSSF,4603,,,,,36,47,,,,15200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015200,,,268130,0,327,18,111,62,100,36,5.5,33.94,18.96,30.58,11.01
36047015300,Census Tract 153,"Census Tract 153, Kings County, New York",ny,140,0,ACSSF,4604,,,,,36,47,,,,15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015300,,,150477,0,637,28,373,105,102,29,4.4,58.56,16.48,16.01,4.55
36047015400,Census Tract 154,"Census Tract 154, Kings County, New York",ny,140,0,ACSSF,4605,,,,,36,47,,,,15400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015400,,,922940,0,0,0,0,0,0,0,,,,,
36047015500,Census Tract 155,"Census Tract 155, Kings County, New York",ny,140,0,ACSSF,4606,,,,,36,47,,,,15500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015500,,,149645,0,783,38,477,152,85,31,4.85,60.92,19.41,10.86,3.96
36047015700,Census Tract 157,"Census Tract 157, Kings County, New York",ny,140,0,ACSSF,4607,,,,,36,47,,,,15700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015700,,,167428,0,980,0,585,218,109,68,0,59.69,22.24,11.12,6.94
36047015900,Census Tract 159,"Census Tract 159, Kings County, New York",ny,140,0,ACSSF,4608,,,,,36,47,,,,15900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047015900,,,250867,0,1126,78,568,178,149,153,6.93,50.44,15.81,13.23,13.59
36047016000,Census Tract 160,"Census Tract 160, Kings County, New York",ny,140,0,ACSSF,4609,,,,,36,47,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016000,,,258630,0,1203,104,587,193,298,21,8.65,48.79,16.04,24.77,1.75
36047016100,Census Tract 161,"Census Tract 161, Kings County, New York",ny,140,0,ACSSF,4610,,,,,36,47,,,,16100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016100,,,182397,0,865,32,560,99,149,25,3.7,64.74,11.45,17.23,2.89
36047016200,Census Tract 162,"Census Tract 162, Kings County, New York",ny,140,0,ACSSF,4611,,,,,36,47,,,,16200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016200,,,237712,0,762,48,376,108,170,60,6.3,49.34,14.17,22.31,7.87
36047016300,Census Tract 163,"Census Tract 163, Kings County, New York",ny,140,0,ACSSF,4612,,,,,36,47,,,,16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016300,,,184092,0,927,82,393,164,257,31,8.85,42.39,17.69,27.72,3.34
36047016400,Census Tract 164,"Census Tract 164, Kings County, New York",ny,140,0,ACSSF,4613,,,,,36,47,,,,16400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016400,,,802167,650272,304,4,87,148,65,0,1.32,28.62,48.68,21.38,0
36047016500,Census Tract 165,"Census Tract 165, Kings County, New York",ny,140,0,ACSSF,4614,,,,,36,47,,,,16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016500,,,186642,0,1040,51,601,247,121,20,4.9,57.79,23.75,11.63,1.92
36047016600,Census Tract 166,"Census Tract 166, Kings County, New York",ny,140,0,ACSSF,4615,,,,,36,47,,,,16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016600,,,266930,0,84,9,34,13,21,7,10.71,40.48,15.48,25,8.33
36047016700,Census Tract 167,"Census Tract 167, Kings County, New York",ny,140,0,ACSSF,4616,,,,,36,47,,,,16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016700,,,168915,0,1224,185,774,134,116,15,15.11,63.24,10.95,9.48,1.23
36047016800,Census Tract 168,"Census Tract 168, Kings County, New York",ny,140,0,ACSSF,4617,,,,,36,47,,,,16800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016800,,,168295,117619,181,0,72,25,78,6,0,39.78,13.81,43.09,3.31
36047016900,Census Tract 169,"Census Tract 169, Kings County, New York",ny,140,0,ACSSF,4618,,,,,36,47,,,,16900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047016900,,,209462,0,1612,90,821,323,352,26,5.58,50.93,20.04,21.84,1.61
36047017000,Census Tract 170,"Census Tract 170, Kings County, New York",ny,140,0,ACSSF,4619,,,,,36,47,,,,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017000,,,209047,0,584,0,267,87,180,50,0,45.72,14.9,30.82,8.56
36047017100,Census Tract 171,"Census Tract 171, Kings County, New York",ny,140,0,ACSSF,4620,,,,,36,47,,,,17100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017100,,,208489,0,773,56,397,223,97,0,7.24,51.36,28.85,12.55,0
36047017200,Census Tract 172,"Census Tract 172, Kings County, New York",ny,140,0,ACSSF,4621,,,,,36,47,,,,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017200,,,206304,0,510,10,259,105,107,29,1.96,50.78,20.59,20.98,5.69
36047017400,Census Tract 174,"Census Tract 174, Kings County, New York",ny,140,0,ACSSF,4622,,,,,36,47,,,,17400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017400,,,165550,91465,221,0,133,39,29,20,0,60.18,17.65,13.12,9.05
36047017500,Census Tract 175,"Census Tract 175, Kings County, New York",ny,140,0,ACSSF,4623,,,,,36,47,,,,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017500,,,1961397,0,0,0,0,0,0,0,,,,,
36047017600,Census Tract 176,"Census Tract 176, Kings County, New York",ny,140,0,ACSSF,4624,,,,,36,47,,,,17600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017600,,,133636,83378,485,5,205,114,146,15,1.03,42.27,23.51,30.1,3.09
36047017700,Census Tract 177,"Census Tract 177, Kings County, New York",ny,140,0,ACSSF,4625,,,,,36,47,,,,17700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017700,,,2313042,227326,0,0,0,0,0,0,,,,,
36047017800,Census Tract 178,"Census Tract 178, Kings County, New York",ny,140,0,ACSSF,4626,,,,,36,47,,,,17800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017800,,,164020,0,617,39,251,116,194,17,6.32,40.68,18.8,31.44,2.76
36047017900,Census Tract 179,"Census Tract 179, Kings County, New York",ny,140,0,ACSSF,4627,,,,,36,47,,,,17900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047017900,,,158289,0,1174,63,558,237,257,59,5.37,47.53,20.19,21.89,5.03
36047018000,Census Tract 180,"Census Tract 180, Kings County, New York",ny,140,0,ACSSF,4628,,,,,36,47,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018000,,,176116,0,620,46,246,117,187,24,7.42,39.68,18.87,30.16,3.87
36047018100,Census Tract 181,"Census Tract 181, Kings County, New York",ny,140,0,ACSSF,4629,,,,,36,47,,,,18100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018100,,,169373,0,1186,53,629,297,193,14,4.47,53.04,25.04,16.27,1.18
36047018200,Census Tract 182,"Census Tract 182, Kings County, New York",ny,140,0,ACSSF,4630,,,,,36,47,,,,18200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018200,,,165467,0,766,44,225,172,248,77,5.74,29.37,22.45,32.38,10.05
36047018300,Census Tract 183,"Census Tract 183, Kings County, New York",ny,140,0,ACSSF,4631,,,,,36,47,,,,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018300,,,137311,0,827,31,456,182,133,25,3.75,55.14,22.01,16.08,3.02
36047018400,Census Tract 184,"Census Tract 184, Kings County, New York",ny,140,0,ACSSF,4632,,,,,36,47,,,,18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018400,,,149131,0,288,4,89,85,74,36,1.39,30.9,29.51,25.69,12.5
36047018501,Census Tract 185.01,"Census Tract 185.01, Kings County, New York",ny,140,0,ACSSF,4633,,,,,36,47,,,,18501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018501,,,111097,0,1739,124,816,445,333,21,7.13,46.92,25.59,19.15,1.21
36047018600,Census Tract 186,"Census Tract 186, Kings County, New York",ny,140,0,ACSSF,4634,,,,,36,47,,,,18600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018600,,,113058,0,373,0,113,92,133,35,0,30.29,24.66,35.66,9.38
36047018700,Census Tract 187,"Census Tract 187, Kings County, New York",ny,140,0,ACSSF,4635,,,,,36,47,,,,18700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018700,,,85768,0,530,44,211,93,122,60,8.3,39.81,17.55,23.02,11.32
36047018800,Census Tract 188,"Census Tract 188, Kings County, New York",ny,140,0,ACSSF,4636,,,,,36,47,,,,18800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047018800,,,175213,0,460,0,191,92,165,12,0,41.52,20,35.87,2.61
36047019000,Census Tract 190,"Census Tract 190, Kings County, New York",ny,140,0,ACSSF,4637,,,,,36,47,,,,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019000,,,212933,0,974,8,386,139,418,23,0.82,39.63,14.27,42.92,2.36
36047019100,Census Tract 191,"Census Tract 191, Kings County, New York",ny,140,0,ACSSF,4638,,,,,36,47,,,,19100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019100,,,253798,0,811,13,414,194,181,9,1.6,51.05,23.92,22.32,1.11
36047019200,Census Tract 192,"Census Tract 192, Kings County, New York",ny,140,0,ACSSF,4639,,,,,36,47,,,,19200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019200,,,189790,0,460,0,78,170,191,21,0,16.96,36.96,41.52,4.57
36047019300,Census Tract 193,"Census Tract 193, Kings County, New York",ny,140,0,ACSSF,4640,,,,,36,47,,,,19300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019300,,,269728,0,1075,71,331,181,374,118,6.6,30.79,16.84,34.79,10.98
36047019400,Census Tract 194,"Census Tract 194, Kings County, New York",ny,140,0,ACSSF,4641,,,,,36,47,,,,19400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019400,,,178420,0,800,16,241,207,318,18,2,30.12,25.87,39.75,2.25
36047019500,Census Tract 195,"Census Tract 195, Kings County, New York",ny,140,0,ACSSF,4642,,,,,36,47,,,,19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019500,,,137021,0,969,9,487,246,159,68,0.93,50.26,25.39,16.41,7.02
36047019600,Census Tract 196,"Census Tract 196, Kings County, New York",ny,140,0,ACSSF,4643,,,,,36,47,,,,19600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019600,,,188307,0,967,23,279,193,409,63,2.38,28.85,19.96,42.3,6.51
36047019700,Census Tract 197,"Census Tract 197, Kings County, New York",ny,140,0,ACSSF,4644,,,,,36,47,,,,19700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019700,,,169827,0,876,21,424,222,178,31,2.4,48.4,25.34,20.32,3.54
36047019800,Census Tract 198,"Census Tract 198, Kings County, New York",ny,140,0,ACSSF,4645,,,,,36,47,,,,19800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019800,,,134715,0,329,9,92,91,65,72,2.74,27.96,27.66,19.76,21.88
36047019900,Census Tract 199,"Census Tract 199, Kings County, New York",ny,140,0,ACSSF,4646,,,,,36,47,,,,19900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047019900,,,188914,0,1251,94,596,272,270,19,7.51,47.64,21.74,21.58,1.52
36047020000,Census Tract 200,"Census Tract 200, Kings County, New York",ny,140,0,ACSSF,4647,,,,,36,47,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36047020000,,,134858,0,397,12,151,90,101,43,3.02,38.04,22.67,25.44,10.83
